main_topic;cloze_test;translation;hint;extra
Verb poder Futuro (2. Sg. - Gelingen);Con esta ayuda, tú {{c1::podrás}} hacer un viaje largo.;Mit dieser Hilfe wirst du eine lange Reise machen können.;Bilde die 2. Person Singular von poder (du wirst können) im Futuro Simple.;Viaje ist im Spanischen maskulin (un viaje largo).
Verb poder Futuro (2. Sg. - Vermutung Fähigkeit);¿Tú {{c1::podrás}} resolver este problema ahora solo?;Kannst du dieses Problem jetzt wohl alleine lösen?;Bilde die 2. Person Singular von poder im Futuro für eine Vermutung im Jetzt.;Das Futuro drückt hier eine Vermutung über eine aktuelle Fähigkeit aus ("Wirst du das wohl können?").
Verb poder Futuro (3. Sg. - Möglichkeit);El director {{c1::podrá}} hacer la llamada pronto.;Der Leiter wird den Anruf bald tätigen (machen) können.;Bilde die 3. Person Singular von poder (er/sie/es wird können) im Futuro Simple. Denke an den Akzent!;Auch in der 3. Person Singular bleibt der Stamm podr- unregelmäßig.
Verb poder Futuro (3. Sg. - Erlaubnis);Ella no {{c1::podrá}} entrar en este despacho mañana.;Sie wird dieses Büro morgen nicht betreten dürfen.;Bilde die verneinte 3. Person Singular von poder im Futuro Simple.;Despacho bedeutet Büro oder Arbeitszimmer.
Verb poder Futuro (3. Sg. - Fähigkeit);Mi hijo menor {{c1::podrá}} ir al parque solo pronto.;Mein jüngerer Sohn wird bald alleine in den Park gehen können.;Bilde die 3. Person Singular von poder (er/sie/es wird können) im Futuro Simple.;Parque ist ein maskulines Substantiv (el parque).
Verb poder Futuro (3. Sg. - Unpersönlich);Aquí se {{c1::podrá}} pagar con tarjeta de crédito.;Hier wird man mit Kreditkarte bezahlen können.;Bilde die unpersönliche Form mit se (man wird können) im Futuro Simple.;"Se podrá + Infinitiv" drückt aus, dass die Aktion in Zukunft möglich sein wird.
Verb poder Futuro (3. Sg. - Vermutung Möglichkeit);¿Quién {{c1::podrá}} ayudar al niño con la tarea ahora?;Wer kann dem Kind jetzt wohl bei den Hausaufgaben helfen?;Bilde die 3. Person Singular von poder im Futuro für eine Vermutung in der Gegenwart.;Drückt eine aktuelle Ungewissheit aus ("Wer mag ihm wohl helfen können?").
Verb poder Futuro (1. Pl. - Möglichkeit);El viernes nosotros {{c1::podremos}} ir a la playa.;Am Freitag werden wir an den Strand gehen können.;Bilde die 1. Person Plural von poder (wir werden können) im Futuro Simple. Kein Akzent!;Die Form podremos hat im Futuro Simple als einzige Person keinen geschriebenen Akzent.
Verb poder Futuro (1. Pl. - Vorschlag Zukunft);Nosotros {{c1::podremos}} hacer una fiesta grande.;Wir werden ein großes Fest machen können.;Bilde die 1. Person Plural von poder (wir werden können) im Futuro Simple.;Dient als Ausblick auf eine zukünftige Möglichkeit.
Verb poder Futuro (1. Pl. - Fähigkeit);Nosotras {{c1::podremos}} buscar la solución juntas.;Wir werden die Lösung zusammen suchen können.;Bilde die 1. Person Plural von poder für eine rein weibliche Gruppe.;Juntas passt sich an das weibliche Pronomen nosotras an.
Verb poder Futuro (1. Pl. - Erlaubnis);Nosotros no {{c1::podremos}} hacer fotos en la gala.;Wir werden bei der Gala keine Fotos machen dürfen.;Bilde die verneinte 1. Person Plural von poder im Futuro Simple.;Gala ist ein weibliches Substantiv (la gala).
Verb poder Futuro (1. Pl. - Übereinstimmung);Muy pronto nosotros {{c1::podremos}} estar de acuerdo.;Sehr bald werden wir einverstanden sein können.;Bilde die 1. Person Plural von poder (wir werden können) im Futuro Simple.;"Estar de acuerdo" bedeutet zustimmen oder einverstanden sein.
Verb poder Futuro (2. Pl. - Frage);¿Vosotros {{c1::podréis}} hacer el proyecto juntos?;Werdet ihr das Projekt zusammen machen können?;Bilde die 2. Person Plural von poder (ihr werdet können) im Futuro Simple. Akzent auf dem e!;Die Form podréis trägt einen geschriebenen Akzent auf dem Diphthong.
Verb poder Futuro (2. Pl. - Erlaubnis);Vosotros {{c1::podréis}} ir al concierto de música.;Ihr werdet zum Musikkonzert gehen können (dürfen).;Bilde die 2. Person Plural von poder (ihr werdet können) im Futuro Simple mit Akzent.;Música hat einen Akzent auf dem u (la música).
Verb poder Futuro (2. Pl. - Fähigkeit);Vosotras {{c1::podréis}} hablar en público bien.;Ihr werdet gut in der Öffentlichkeit sprechen können.;Bilde die 2. Person Plural von poder für eine rein weibliche Gruppe.;Público trägt einen Akzent auf dem u.
Verb poder Futuro (2. Pl. - Möglichkeit);Vosotros {{c1::podréis}} hacer un viaje largo.;Ihr werdet eine lange Reise machen können.;Bilde die 2. Person Plural von poder (ihr werdet können) im Futuro Simple mit Akzent.;Viaje ist im Spanischen maskulin (un viaje largo).
Verb poder Futuro (2. Pl. - Vermutung Zustand);Vosotros {{c1::podréis}} con este trabajo solo, supongo.;Ihr werdet dieses Projekt wohl alleine schaffen können, nehme ich an.;Bilde die 2. Person Plural von poder im Futuro für eine Vermutung im Jetzt.;Supongo ist die 1. Person Singular von suponer (annehmen).
Verb poder Futuro (3. Pl. - Möglichkeit);Los empleados {{c1::podrán}} hacer una reunión mañana.;Die Angestellten werden morgen eine Besprechung machen können.;Bilde die 3. Person Plural von poder (sie werden können) im Futuro Simple. Akzent auf dem a!;Reunión ist weiblich laut D-IÓ-A-Z-Regel.
Verb poder Futuro (3. Pl. - Erlaubnis);Esos chicos no {{c1::podrán}} entrar al estadio.;Diese Jungs werden das Stadion nicht betreten dürfen.;Bilde die verneinte 3. Person Plural von poder im Futuro Simple.;Estadio ist ein maskulines Substantiv (el estadio).
Verb poder Futuro (3. Pl. - Unpersönlich Plural);Mañana se {{c1::podrán}} buscar los documentos.;Morgen wird man die Dokumente suchen können (wörtlich: werden sie gesucht werden können).;Bilde die unpersönliche Form im Plural (se podrán) im Futuro Simple.;Da "los documentos" im Plural steht, wechselt auch das unpersönliche Verb in den Plural.
Verb poder Futuro (3. Pl. - Fähigkeit);Las nuevas empresas {{c1::podrán}} hacer cambios.;Die neuen Unternehmen werden Veränderungen vornehmen können.;Bilde die 3. Person Plural von poder für ein weibliches Plural-Subjekt.;Cambio bedeutet Veränderung oder Wechsel.
Verb poder Futuro (3. Pl. - Vermutung Erreichbarkeit);Ellas {{c1::podrán}} estar en el hotel ahora, creo.;Sie werden jetzt wohl im Hotel sein können, glaube ich.;Bilde die 3. Person Plural von poder im Futuro für eine Vermutung im Jetzt.;Drückt eine logische Vermutung über die aktuelle Möglichkeit anderer Personen aus.
Verb poder Condicional (1. Sg. - Hypothese);Con más dinero, yo {{c1::podría}} comprar un coche.;Mit mehr Geld könnte ich ein Auto kaufen.;Bilde die 1. Person Singular von poder (ich könnte) im Condicional Simple. Denke an den Stamm podr-!;Das Condicional wird hier für eine hypothetische Situation in der Gegenwart genutzt.
Verb poder Condicional (1. Sg. - Wunsch);Yo {{c1::podría}} viajar más a menudo si fuera rico.;Ich könnte öfter reisen, wenn ich reich wäre.;Bilde die 1. Person Singular von poder (ich könnte) im Condicional Simple.;Fuera ist der Subjuntivo Imperfekt von ser.
Verb poder Condicional (1. Sg. - Höfliche Bitte);¿{{c1::Podría}} yo hablar con el director un momento?;Könnte ich bitte einen Moment mit dem Leiter sprechen?;Bilde die 1. Person Singular von poder (ich könnte) für eine höfliche Anfrage.;Die Ich-Form im Condicional drückt eine sehr respektvolle Bitte aus.
Verb poder Condicional (1. Sg. - Möglichkeit);Sin este trabajo, yo {{c1::podría}} estar libre hoy.;Ohne diese Arbeit könnte ich heute frei (verfügbar) sein.;Bilde die 1. Person Singular von poder (ich könnte) im Condicional Simple.;Libre bedeutet frei und steht nach dem Verb.
Verb poder Condicional (1. Sg. - Gelingen);Con tu apoyo, yo {{c1::podría}} terminar todo el trabajo.;Mit deiner Unterstützung könnte ich die gesamte Arbeit beenden.;Bilde die 1. Person Singular von poder (ich könnte) im Condicional Simple.;Trabajo ist ein maskulines Substantiv.
Verb poder Condicional (2. Sg. - Ratschlag);Tú {{c1::podrías}} hacer más deporte si quisieras.;Du könntest mehr Sport machen, wenn du wollen würdest.;Bilde die 2. Person Singular von poder (du könntest) im Condicional Simple.;Quisieras ist der Subjuntivo Imperfekt von querer.
Verb poder Condicional (2. Sg. - Höfliche Bitte);¿{{c1::Podrías}} tú hacerme un favor ahora mismo?;Könntest du mir jetzt sofort einen Gefallen tun?;Bilde die 2. Person Singular von poder (du könntest) für eine höfliche Bitte.;Das Pronomen me (mir) ist hier an den Infinitiv angehängt (hacerme).
Verb poder Condicional (2. Sg. - Möglichkeit);Con ese curso, tú {{c1::podrías}} hablar español bien.;Mit diesem Kurs könntest du gut Spanisch sprechen.;Bilde die 2. Person Singular von poder (du könntest) im Condicional Simple.;Curso gehört zum alltäglichen Grundwortschatz.
Verb poder Condicional (2. Sg. - Erlaubnis);Tú {{c1::podrías}} ir a la fiesta si tuvieras permiso.;Du könntest (dürftest) zum Fest gehen, wenn du eine Erlaubnis hättest.;Bilde die 2. Person Singular von poder (du könntest) im Condicional Simple.;Tuvieras ist der Subjuntivo Imperfekt von tener.
Verb poder Condicional (2. Sg. - Vermutung Vergangenheit);¿Tú {{c1::podrías}} resolver ese problema ayer solo?;Konntest du dieses Problem gestern wohl alleine lösen?;Bilde die 2. Person Singular von poder im Condicional für eine Vermutung.;Das Condicional drückt hier eine Vermutung über eine Fähigkeit in der Vergangenheit aus.
Verb poder Condicional (3. Sg. - Höfliche Frage);¿{{c1::Podría}} ella entrar en este despacho privado?;Könnte (dürfte) sie dieses private Büro betreten?;Bilde die 3. Person Singular von poder (er/sie/es könnte) im Condicional Simple.;Dient als sehr höfliche Anfrage für eine andere Person.
Verb poder Condicional (3. Sg. - Möglichkeit);El director {{c1::podría}} hacer la llamada mañana.;Der Leiter könnte den Anruf morgen tätigen (machen).;Bilde die 3. Person Singular von poder (er/sie/es könnte) im Condicional Simple.;Mañana bedeutet morgen.
Verb poder Condicional (3. Sg. - Fähigkeit);Mi hijo menor {{c1::podría}} ir en bicicleta con ayuda.;Mein jüngerer Sohn könnte mit Hilfe Fahrrad fahren.;Bilde die 3. Person Singular von poder (er/sie/es könnte) im Condicional Simple.;Ayuda stammt vom Verb ayudar.
Verb poder Condicional (3. Sg. - Unpersönlich);Aquí se {{c1::podría}} pagar con tarjeta de crédito.;Hier könnte man mit Kreditkarte bezahlen (wenn es das Gerät gäbe).;Bilde die unpersönliche Form mit se (man könnte) im Condicional Simple.;"Se podría + Infinitiv" drückt eine hypothetische, allgemeine Möglichkeit aus.
Verb poder Condicional (3. Sg. - Vermutung Vergangenheit);¿Quién {{c1::podría}} ayudar al niño con la tarea ayer?;Wer konnte dem Kind gestern wohl bei den Hausaufgaben helfen?;Bilde die 3. Person Singular von poder im Condicional für eine Vermutung.;Drückt eine vergangene Ungewissheit aus ("Wer mag ihm damals geholfen haben können?").
Verb poder Condicional (1. Pl. - Hypothese);Sin la crisis, nosotros {{c1::podríamos}} viajar más.;Ohne die Krise könnten wir mehr reisen.;Bilde die 1. Person Plural von poder (wir könnten) im Condicional Simple. Denke an den Akzent!;Jede Form im Condicional Simple hat einen geschriebenen Akzent auf dem i (podríamos).
Verb poder Condicional (1. Pl. - Vorschlag);Nosotros {{c1::podríamos}} hacer una fiesta grande.;Wir könnten ein großes Fest machen.;Bilde die 1. Person Plural von poder (wir könnten) im Condicional Simple mit Akzent.;Wird im Alltag für sehr höfliche oder vorsichtige Vorschläge in einer Gruppe genutzt.
Verb poder Condicional (1. Pl. - Fähigkeit);Nosotras {{c1::podríamos}} buscar la solución juntas.;Wir könnten die Lösung zusammen suchen (wenn wir wollten).;Bilde die 1. Person Plural von poder für eine rein weibliche Gruppe.;Juntas passt sich an das weibliche Pronomen nosotras an.
Verb poder Condicional (1. Pl. - Erlaubnis);Nosotros no {{c1::podríamos}} hacer fotos en el museo.;Wir könnten (dürften) im Museum keine Fotos machen.;Bilde die verneinte 1. Person Plural von poder im Condicional Simple mit Akzent.;Museo ist ein maskulines Substantiv (el museo).
Verb poder Condicional (1. Pl. - Übereinstimmung);Nosotros {{c1::podríamos}} estar de acuerdo con el plan.;Wir könnten mit dem Plan einverstanden sein.;Bilde die 1. Person Plural von poder (wir könnten) im Condicional Simple mit Akzent.;"Estar de acuerdo" bedeutet zustimmen oder einverstanden sein.
Verb poder Condicional (2. Pl. - Frage);¿Vosotros {{c1::podríais}} hacer el proyecto juntos?;Könntet ihr das Projekt zusammen machen?;Bilde die 2. Person Plural von poder (ihr könntet) im Condicional Simple. Achte auf den Akzent!;Die Endung für vosotros lautet -íais (podríais).
Verb poder Condicional (2. Pl. - Möglichkeit);Vosotros {{c1::podríais}} ir al concierto de música.;Ihr könntet zum Musikkonzert gehen.;Bilde die 2. Person Plural von poder (ihr könntet) im Condicional Simple mit Akzent.;Música hat einen Akzent auf dem u (la música).
Verb poder Condicional (2. Pl. - Fähigkeit);Vosotras {{c1::podríais}} hablar en público sin miedo.;Ihr könntet ohne Angst in der Öffentlichkeit sprechen.;Bilde die 2. Person Plural von poder für eine rein weibliche Gruppe.;"Sin miedo" bedeutet ohne Angst.
Verb poder Condicional (2. Pl. - Möglichkeit);Vosotros {{c1::podríais}} hacer un viaje largo.;Ihr könntet eine lange Reise machen.;Bilde die 2. Person Plural von poder (ihr könntet) im Condicional Simple mit Akzent.;Viaje ist im Spanischen maskulin (un viaje largo).
Verb poder Condicional (2. Pl. - Vermutung Vergangenheit);Vosotros {{c1::podríais}} con este trabajo ayer, supongo.;Ihr konntet dieses Projekt gestern wohl alleine schaffen, nehme ich an.;Bilde die 2. Person Plural von poder im Condicional für eine Vermutung.;Supongo ist die 1. Person Singular von suponer (annehmen).
Verb poder Condicional (3. Pl. - Möglichkeit);Los empleados {{c1::podrían}} hacer una reunión mañana.;Die Angestellten könnten morgen eine Besprechung machen.;Bilde die 3. Person Plural von poder (sie könnten) im Condicional Simple.;Reunión ist weiblich laut D-IÓ-A-Z-Regel.
Verb poder Condicional (3. Pl. - Erlaubnis);Esos chicos no {{c1::podrían}} entrar al estadio.;Diese Jungs könnten (dürften) das Stadion nicht betreten.;Bilde die verneinte 3. Person Plural von poder im Condicional Simple.;Estadio ist ein maskulines Substantiv (el estadio).
Verb poder Condicional (3. Pl. - Unpersönlich Plural);Allí se {{c1::podrían}} buscar los documentos.;Dort könnte man die Dokumente suchen (wörtlich: könnten gesucht werden).;Bilde die unpersonliche Form im Plural (se podrían) im Condicional Simple.;Da "los documentos" im Plural steht, wechselt auch das unpersönliche Verb in den Plural.
Verb poder Condicional (3. Pl. - Fähigkeit);Las nuevas empresas {{c1::podrían}} hacer cambios.;Die neuen Unternehmen könnten Veränderungen vornehmen.;Bilde die 3. Person Plural von poder für ein weibliches Plural-Subjekt.;Cambio bedeutet Veränderung oder Wechsel.
Verb poder Condicional (3. Pl. - Vermutung Erreichbarkeit);{{c1::Podrían}} estar en el hotel ayer a las diez.;Sie konnten gestern um zehn Uhr wohl im Hotel sein (Vermutung).;Bilde die 3. Person Plural von poder im Condicional für eine Orts- oder Fähigkeitsvermutung.;Drückt eine logische Vermutung über eine vergangene Möglichkeit aus ("Sie werden wohl im Hotel gewesen sein").
Verb poder Subjuntivo (1. Sg. - Wunsch);Mi madre quiere que yo {{c1::pueda}} hablar español.;Meine Mutter will, dass ich Spanisch sprechen kann.;Bilde die 1. Person Singular von poder im Subjuntivo Präsens mit Stammwechsel.;Willensäußerungen (querer que) lösen bei Subjektwechsel im Nebensatz den Subjuntivo aus.
Verb poder Subjuntivo (1. Sg. - Unpersönlich);Es importante que yo {{c1::pueda}} terminar hoy.;Es ist wichtig, dass ich heute fertigwerden kann.;Bilde die 1. Person Singular von poder im Subjuntivo Präsens.;Unpersönliche Ausdrücke der Bewertung (es importante que) verlangen den Subjuntivo.
Verb poder Subjuntivo (1. Sg. - Emotion);Me alegra que yo {{c1::pueda}} hacer este viaje.;Es freut mich, dass ich diese Reise machen kann.;Bilde die 1. Person Singular von poder im Subjuntivo Präsens.;Gefühlsausdrücke (me alegra que) erfordern im Spanischen den Subjuntivo.
Verb poder Subjuntivo (1. Sg. - Erlaubnis);El jefe pide que yo {{c1::pueda}} entrar al despacho.;Der Chef bittet darum, dass ich das Büro betreten darf.;Bilde die 1. Person Singular von poder (ich kann/darf) im Subjuntivo Präsens.;Pedir que drückt eine Aufforderung aus und zieht den Subjuntivo nach sich.
Verb poder Subjuntivo (1. Sg. - Möglichkeit);Él busca un plan en el que yo {{c1::pueda}} ayudar.;Er sucht nach einem Plan, bei dem ich helfen kann.;Bilde die 1. Person Singular von poder im Subjuntivo Präsens.;Wenn das Ziel oder die Option noch ungewiss ist, steht der Subjuntivo.
Verb poder Subjuntivo (2. Sg. - Wunsch);Espero que tú {{c1::puedas}} hacer deporte mañana.;Ich hoffe, dass du morgen Sport machen kannst.;Bilde die 2. Person Singular von poder im Subjuntivo Präsens.;Das Verb esperar (hoffen) verlangt bei Subjektwechsel zwingend den Subjuntivo.
Verb poder Subjuntivo (2. Sg. - Unpersönlich);Es necesario que tú {{c1::puedas}} estar disponible.;Es ist notwendig, dass du verfügbar sein kannst.;Bilde die 2. Person Singular von poder im Subjuntivo Präsens.;Es necesario que drückt eine Notwendigkeit aus.
Verb poder Subjuntivo (2. Sg. - Aufforderung);Te pido que {{c1::puedas}} hacerme este favor.;Ich bitte dich, dass du mir diesen Gefallen tun kannst.;Bilde die 2. Person Singular von poder im Subjuntivo Präsens.;Das Pronomen me (mir) ist hier an den Infinitiv angehängt (hacerme).
Verb poder Subjuntivo (2. Sg. - Zweifel);Dudo que tú {{c1::puedas}} cambiar de coche ahora.;Ich bezweifle, dass du jetzt das Auto wechseln kannst.;Bilde die 2. Person Singular von poder im Subjuntivo Präsens.;Zweifel (dudar que) fordern im Nebensatz immer den Subjuntivo.
Verb poder Subjuntivo (2. Sg. - Negation);No creo que tú {{c1::puedas}} resolver esto solo.;Ich glaube nicht, dass du das alleine lösen kannst.;Bilde die 2. Person Singular von poder im Subjuntivo Präsens.;Die verneinte Meinung (no creo que) verlangt den Subjuntivo.
Verb poder Subjuntivo (3. Sg. - Wunsch);Ojalá el director {{c1::pueda}} hacer la llamada.;Hoffentlich kann der Leiter den Anruf tätigen.;Bilde die 3. Person Singular von poder im Subjuntivo Präsens.;Das Wort ojalá (hoffentlich) wird immer von einer Subjuntivo-Form gefolgt.
Verb poder Subjuntivo (3. Sg. - Unpersönlich);Es mejor que ella {{c1::pueda}} ir al parque hoy.;Es ist besser, dass sie heute in den Park gehen kann.;Bilde die 3. Person Singular von poder im Subjuntivo Präsens.;Es mejor que leitet eine unpersönliche Bewertung ein.
Verb poder Subjuntivo (3. Sg. - Unpersönlich allgemein);Es bueno que aquí se {{c1::pueda}} pagar con tarjeta.;Es ist gut, dass man hier mit Karte bezahlen kann.;Bilde die unpersönliche Form mit se (man kann) im Subjuntivo Präsens.;"Se pueda" ist die unpersönliche Einzahlform im Subjuntivo.
Verb poder Subjuntivo (3. Sg. - Möglichkeit);Es posible que el tren {{c1::pueda}} ir hacia el norte.;Es ist möglich, dass der Zug in Richtung Norden fahren kann.;Bilde die 3. Person Singular von poder im Subjuntivo Präsens.;Möglichkeiten (es posible que) nutzen den Subjuntivo.
Verb poder Subjuntivo (3. Sg. - Konzession);Aunque {{c1::pueda}} parecer difícil, lo intentaré.;Auch wenn es schwierig scheinen mag, werde ich es versuchen.;Bilde die 3. Person Singular von poder im Subjuntivo Präsens.;Aunque + Subjuntivo drückt eine hypothetische Einschränkung aus ("selbst wenn").
Verb poder Subjuntivo (1. Pl. - Wunsch);Ellos quieren que nosotros {{c1::podamos}} ir a la playa.;Sie wollen, dass wir an den Strand gehen können.;Bilde die 1. Person Plural von poder im Subjuntivo Präsens. Kein Stammwechsel!;Die Formen von nosotros und vosotros haben NIEMALS den Stammwechsel zu ue (podamos).
Verb poder Subjuntivo (1. Pl. - Unpersönlich);Es vital que nosotros {{c1::podamos}} hacer la fiesta.;Es ist lebenswichtig, dass wir das Fest machen können.;Bilde die 1. Person Plural von poder im Subjuntivo Präsens.;Es vital que leitet eine starke unpersönliche Notwendigkeit ein.
Verb poder Subjuntivo (1. Pl. - Vorschlag);El líder propone que {{c1::podamos}} buscar la solución.;Der Anführer schlägt vor, dass wir nach der Lösung suchen können.;Bilde die 1. Person Plural von poder im Subjuntivo Präsens.;Vorschläge (proponer que) steuern den Subjuntivo im Nebensatz.
Verb poder Subjuntivo (1. Pl. - Negation);No es verdad que nosotros no {{c1::podamos}} hacer fotos.;Es ist nicht wahr, dass wir keine Fotos machen können.;Bilde die 1. Person Plural von poder im Subjuntivo Präsens.;Verneinte Tatsachen (no es verdad que) fordern den Subjuntivo.
Verb poder Subjuntivo (1. Pl. - Emotion);Nos da pena que no {{c1::podamos}} estar de acuerdo.;Es tut uns leid, dass wir uns nicht einigen können.;Bilde die 1. Person Plural von poder im Subjuntivo Präsens.;"Estar de acuerdo" bedeutet zustimmen oder einverstanden sein.
Verb poder Subjuntivo (2. Pl. - Wunsch);Mi deseo es que vosotros {{c1::podáis}} hacer el proyecto.;Mein Wunsch ist, dass ihr das Projekt machen könnt.;Bilde die 2. Person Plural von poder im Subjuntivo Präsens. Kein Stammwechsel, aber Akzent!;Die Form podáis trägt einen geschriebenen Akzent auf dem a und hat keinen Stammwechsel zu ue.
Verb poder Subjuntivo (2. Pl. - Unpersönlich);Es increíble que vosotros {{c1::podáis}} ir al concierto.;Es ist unglaublich, dass ihr zum Konzert gehen könnt.;Bilde die 2. Person Plural von poder im Subjuntivo Präsens mit Akzent.;Ausdrücke der Überraschung (es increíble que) lösen den Subjuntivo aus.
Verb poder Subjuntivo (2. Pl. - Verbot);No permitiré que vosotras no {{c1::podáis}} hablar.;Ich werde nicht erlauben, dass ihr nicht sprechen könnt.;Bilde die 2. Person Plural von poder für eine rein weibliche Gruppe mit Akzent.;No permitir que verlangt im folgenden Satzgefüge den Subjuntivo.
Verb poder Subjuntivo (2. Pl. - Zweifel);No me parece que vosotros {{c1::podáis}} viajar solo.;Es scheint mir nicht, dass ihr alleine reisen könnt.;Bilde die 2. Person Plural von poder im Subjuntivo Präsens mit Akzent.;No parecer que drückt Unsicherheit aus und zieht den Subjuntivo nach sich.
Verb poder Subjuntivo (2. Pl. - Aufforderung);Os ruego que vosotros {{c1::podáis}} hacerme un favor.;Ich flehe euch an, dass ihr mir einen Gefallen tun könnt.;Bilde die 2. Person Plural von poder im Subjuntivo Präsens.;Rogar (bitten/flehen) gehört zu den Verben der Willensäußerung.
Verb poder Subjuntivo (3. Pl. - Wunsch);El director prefiere que ellos {{c1::puedan}} hacer la reunión.;Der Direktor bevorzugt, dass sie die Besprechung abhalten können.;Bilde die 3. Person Plural von poder im Subjuntivo Präsens mit Stammwechsel.;In der 3. Person Plural kehrt der Stammwechsel von o zu ue wieder zurück (puedan).
Verb poder Subjuntivo (3. Pl. - Unpersönlich);Es lógico que esos chicos no {{c1::puedan}} entrar.;Es ist logisch, dass diese Jungs nicht hineingehen können.;Bilde die 3. Person Plural von poder im Subjuntivo Präsens.;Logische Bewertungen (es lógico que) nutzen den Subjuntivo.
Verb poder Subjuntivo (3. Pl. - Unpersönlich Plural);Es importante que se {{c1::puedan}} buscar los documentos.;Es ist wichtig, dass man die Dokumente suchen kann.;Bilde die unpersönliche Pluralform mit se (man kann) im Subjuntivo Präsens.;Da "los documentos" im Plural steht, wechselt auch das unpersönliche Verb im Subjuntivo zu se puedan.
Verb poder Subjuntivo (3. Pl. - Bedingung);Necesito empresas que {{c1::puedan}} hacer cambios.;Ich brauche Unternehmen, die Veränderungen vornehmen können.;Bilde die 3. Person Plural von poder im Subjuntivo Präsens.;Suche nach unbestimmten Objekten verlangt den Subjuntivo im Relativsatz.
Verb poder Subjuntivo (3. Pl. - Möglichkeit);Es probable que ellas {{c1::puedan}} estar en el hotel.;Es ist wahrscheinlich, dass sie im Hotel sein können.;Bilde die 3. Person Plural von poder für eine weibliche Gruppe im Subjuntivo.;Es probable que drückt eine Wahrscheinlichkeit aus.
Verb poder Subjuntivo Imp. (1. Sg. - Hypothese);Si yo {{c1::pudiera}} viajar más, compraría un barco.;Wenn ich mehr reisen könnte, würde ich ein Boot kaufen.;Bilde die 1. Person Singular von poder im Subjuntivo Imperfekt.;Bedingungssätze mit "Si" (Wenn) verlangen bei hypothetischen Zuständen im Nebensatz den Subjuntivo Imperfekt.
Verb poder Subjuntivo Imp. (1. Sg. - Wunsch Vergangenheit);Mi madre quería que yo {{c1::pudiera}} hablar español.;Meine Mutter wollte, dass ich Spanisch sprechen kann (könnte).;Bilde die 1. Person Singular von poder im Subjuntivo Imperfekt.;Da das Hauptverb in der Vergangenheit steht (quería), rutscht der Subjuntivo im Nebensatz ebenfalls in die Vergangenheit.
Verb poder Subjuntivo Imp. (1. Sg. - Unpersönlich Verg.);Era importante que yo {{c1::pudiera}} terminar hoy.;Es war wichtig, dass ich heute fertigwerden konnte.;Bilde die 1. Person Singular von poder im Subjuntivo Imperfekt.;Vergangene unpersönliche Bewertungen (era importante que) lösen diesen Subjuntivo aus.
Verb poder Subjuntivo Imp. (1. Sg. - Vergleich);Él me miró como si yo {{c1::pudiera}} hacer todo solo.;Er sah mich an, als ob ich alles alleine machen könnte.;Bilde die 1. Person Singular von poder im Subjuntivo Imperfekt.;Die Konjunktion "como si" (als ob) erfordert im Spanischen ausnahmslos den Subjuntivo Imperfekt.
Verb poder Subjuntivo Imp. (1. Sg. - Erlaubnis Vergangenheit);El jefe prefería que yo {{c1::pudiera}} entrar al despacho.;Der Chef bevorzugte, dass ich das Büro betreten durfte (könnte).;Bilde die 1. Person Singular von poder im Subjuntivo Imperfekt.;"Despacho" bedeutet Büro oder Arbeitszimmer.
Verb poder Subjuntivo Imp. (2. Sg. - Hypothese);Si tú {{c1::pudieras}} hacer deporte, estarías sano.;Wenn du Sport machen könntest, wärst du gesund.;Bilde die 2. Person Singular von poder im Subjuntivo Imperfekt.;Kombination aus Si + Subjuntivo Imperfekt und Condicional Simple (estarías) im Hauptsatz.
Verb poder Subjuntivo Imp. (2. Sg. - Wunsch Vergangenheit);Yo esperaba que tú {{c1::pudieras}} estar disponible.;Ich hoffte, dass du verfügbar sein könntest.;Bilde die 2. Person Singular von poder im Subjuntivo Imperfekt.;Esperaba (ich hoffte) steuert den Subjuntivo Imperfekt bei Subjektwechsel.
Verb poder Subjuntivo Imp. (2. Sg. - Aufforderung Verg.);Te pedí que {{c1::pudieras}} hacerme este favor.;Ich bat dich, dass du mir diesen Gefallen tun kannst (könntest).;Bilde die 2. Person Singular von poder im Subjuntivo Imperfekt.;Das Pronomen me (mir) ist hier an den Infinitiv angehängt (hacerme).
Verb poder Subjuntivo Imp. (2. Sg. - Zweifel Vergangenheit);Dudaba que tú {{c1::pudieras}} cambiar de coche.;Ich bezweifelte, dass du das Auto wechseln könntest.;Bilde die 2. Person Singular von poder im Subjuntivo Imperfekt.;Zweifel in der Vergangenheit (dudaba que) fordern zwingend diese Zeitform.
Verb poder Subjuntivo Imp. (2. Sg. - Negation Vergangenheit);No creía que tú {{c1::pudieras}} resolver esto solo.;Ich glaubte nicht, dass du das alleine lösen könntest.;Bilde die 2. Person Singular von poder im Subjuntivo Imperfekt.;Die verneinte Meinung in der Vergangenheit (no creía que) löst den Subjuntivo Imperfekt aus.
Verb poder Subjuntivo Imp. (3. Sg. - Wunsch Vergangenheit);Ojalá el director {{c1::pudiera}} hacer la llamada.;Hoffentlich konnte (hätte können) der Leiter den Anruf tätigen.;Bilde die 3. Person Singular von poder im Subjuntivo Imperfekt.;Das Wort ojalá (hoffentlich) wird in der Vergangenheit von der Imperfekt-Form gefolgt.
